transaction_id,suspect_id,date,amount,category,recipient
5308,102,03/10/2024 20:40,14103.27,Large Purchase,Wedding Venue
16252,397,11/11/2024 03:45,14038.94,Large Purchase,Home Renovation
12809,303,10/10/2024 10:40,13267.53,Large Purchase,Wedding Venue
18166,449,26/10/2024 11:34,13263.84,Large Purchase,Wedding Venue
6899,143,18/09/2024 20:45,13235.5,Large Purchase,Home Renovation
18096,447,13/10/2024 08:25,12263.42,Large Purchase,Wedding Venue
13554,322,16/10/2024 13:46,12078.27,Large Purchase,Wedding Venue
14416,345,13/10/2024 10:07,11879.79,Large Purchase,University Tuition
15012,361,25/10/2024 00:03,11598.79,Large Purchase,Wedding Venue
17349,426,29/09/2024 10:42,11362.9,Large Purchase,Wedding Venue
3704,58,18/10/2024 11:54,11336.93,Large Purchase,University Tuition
19521,488,05/11/2024 18:11,11199.24,Large Purchase,University Tuition
10177,230,16/09/2024 23:32,11151.68,Large Purchase,University Tuition
9688,217,01/11/2024 06:00,11038.31,Large Purchase,University Tuition
6682,136,22/10/2024 14:37,10937.32,Large Purchase,University Tuition
12128,283,14/10/2024 11:05,10923.89,Large Purchase,University Tuition
18473,458,09/10/2024 22:54,10837.52,Large Purchase,Wedding Venue
8804,194,07/11/2024 06:43,10649.5,Large Purchase,University Tuition
17663,435,17/10/2024 20:33,10641.35,Large Purchase,University Tuition
7182,151,27/09/2024 15:07,10550.4,Large Purchase,Investment Fund
8357,182,20/09/2024 21:32,10510.01,Large Purchase,University Tuition
12032,280,21/10/2024 09:24,10217.26,Large Purchase,University Tuition
8514,186,22/09/2024 10:11,10196.49,Large Purchase,Home Renovation
3898,64,28/09/2024 10:47,10184.43,Large Purchase,University Tuition
15694,381,01/11/2024 04:18,10044.75,Large Purchase,Home Renovation
5792,113,14/10/2024 17:56,9836.89,Large Purchase,University Tuition
13645,326,14/11/2024 09:35,9645.76,Large Purchase,Hospital Bill
7116,149,07/10/2024 11:50,9570.43,Large Purchase,University Tuition
13067,310,23/10/2024 04:05,9564.4,Large Purchase,Hospital Bill
3151,45,24/09/2024 15:33,9500.73,Wire Transfer,University Tuition
8026,173,18/09/2024 04:44,9461.15,Large Purchase,Wedding Venue
2805,36,20/10/2024 03:36,9341.5,Wire Transfer,University Tuition
15056,362,22/09/2024 15:13,9339.25,Large Purchase,Hospital Bill
16921,415,11/11/2024 10:42,9205.3,Large Purchase,Wedding Venue
5697,111,05/11/2024 19:42,8869.22,Large Purchase,Hospital Bill
5743,112,24/09/2024 11:13,8737.53,Large Purchase,Hospital Bill
18919,472,29/10/2024 11:40,8713.5,Large Purchase,Wedding Venue
2844,37,17/09/2024 02:07,8551.39,Large Purchase,Wedding Venue
13337,317,18/09/2024 06:44,8500.69,Large Purchase,Wedding Venue
15485,375,25/09/2024 06:45,7249.72,Large Purchase,Hospital Bill
3494,53,13/11/2024 18:03,7035.77,Large Purchase,Hospital Bill
19892,498,10/11/2024 16:27,6881.28,Large Purchase,Hospital Bill
16885,414,05/11/2024 03:35,5983.84,Large Purchase,Hospital Bill
14252,340,13/11/2024 03:53,5947.95,Large Purchase,Hospital Bill
6829,141,01/11/2024 10:36,5909.88,Large Purchase,Wedding Venue
10376,236,06/11/2024 22:37,5732.45,Large Purchase,Hospital Bill
18748,466,11/11/2024 06:05,5591.96,Wire Transfer,Wedding Venue
18394,456,27/09/2024 00:00,5538.59,Large Purchase,Hospital Bill
2297,23,02/11/2024 00:59,5465.62,Wire Transfer,Wedding Venue
19296,482,15/11/2024 11:06,5074.08,Wire Transfer,Wedding Venue
18072,446,13/10/2024 05:11,5064.24,Large Purchase,Hospital Bill
8427,184,17/09/2024 15:27,4656.32,Large Purchase,Hospital Bill
19679,492,08/10/2024 01:08,4640.71,Large Purchase,Hospital Bill
12791,302,22/10/2024 03:14,4386.2,Large Purchase,Hospital Bill
2049,16,09/11/2024 06:35,4322.9,Large Purchase,Hospital Bill
2998,41,24/09/2024 10:22,4012.69,Large Purchase,Hospital Bill
13012,309,06/11/2024 21:50,2405.91,Large Purchase,Hospital Bill
13723,328,06/11/2024 12:32,1974.55,Wire Transfer,Offshore Holdings Ltd
13716,328,08/11/2024 06:15,1963.62,Wire Transfer,Offshore Holdings Ltd
13722,328,15/11/2024 19:18,1962.33,Wire Transfer,Offshore Holdings Ltd
13726,328,11/11/2024 17:39,1960.03,Wire Transfer,Offshore Holdings Ltd
9543,210,08/11/2024 03:28,1949.99,Retail,Clements-Wilkinson
13720,328,06/11/2024 12:38,1941.03,Wire Transfer,Offshore Holdings Ltd
13727,328,07/11/2024 05:05,1935.73,Wire Transfer,Offshore Holdings Ltd
13717,328,12/11/2024 19:08,1923.25,Wire Transfer,Offshore Holdings Ltd
13721,328,15/11/2024 01:45,1914.54,Wire Transfer,Offshore Holdings Ltd
13725,328,11/11/2024 19:29,1886.81,Wire Transfer,Offshore Holdings Ltd
13724,328,06/11/2024 03:09,1835.63,Wire Transfer,Offshore Holdings Ltd
13719,328,13/11/2024 02:12,1829.18,Wire Transfer,Offshore Holdings Ltd
13718,328,09/11/2024 02:01,1822.18,Wire Transfer,Offshore Holdings Ltd
4658,82,20/10/2024 04:25,1349.99,Retail,Myers LLC
17653,434,06/11/2024 00:03,249.98,Transport,"Roberts, Bibi and Wood"
7841,166,06/10/2024 04:37,249.94,Retail,Jackson Inc
15827,385,04/10/2024 04:48,249.9,Transport,"Ward, Bond and Chambers"
2720,33,05/11/2024 12:54,249.86,Dining,Noble-Davies
6288,127,18/10/2024 07:35,249.86,Transport,Parry-Powell
18330,453,30/10/2024 22:36,249.81,Transport,Roberts Inc
4317,73,23/10/2024 18:49,249.81,Utilities,Yates and Sons
9181,203,23/10/2024 16:59,249.79,Groceries,Singh-Kemp
14244,339,10/10/2024 10:31,249.77,Retail,Fisher PLC
19001,473,28/09/2024 12:09,249.74,Dining,Baker-Conway
16985,416,04/11/2024 09:18,249.74,Groceries,Hughes-Barker
16112,394,08/10/2024 00:18,249.72,Groceries,Smith-Moss
5500,106,25/09/2024 04:18,249.71,Services,Edwards-Brown
19531,488,02/11/2024 22:03,249.7,Groceries,Goodwin Group
18730,465,26/09/2024 04:27,249.67,Dining,Lawrence and Sons
7993,171,23/10/2024 09:55,249.67,Utilities,"Cox, White and Fitzgerald"
7943,169,02/10/2024 17:23,249.65,Retail,Bennett-Thompson
7488,157,22/09/2024 22:52,249.62,Groceries,"Hall, Summers and Atkinson"
15285,370,15/10/2024 08:13,249.62,Transport,"Jones, Holland and Webster"
10562,240,03/10/2024 02:39,249.59,Retail,"White, Price and Collier"
13595,323,12/11/2024 19:00,249.58,Transport,Stewart Group
7044,146,27/09/2024 07:53,249.57,Retail,Willis Group
19590,489,23/10/2024 16:20,249.56,Transport,"Robertson, Anderson and Brown"
9810,220,30/10/2024 17:41,249.53,Retail,"Hodgson, Spencer and Marsh"
3193,46,04/11/2024 06:20,249.5,Transport,Patterson PLC
14660,351,14/11/2024 07:54,249.5,Transport,"Butler, Spencer and Roberts"
13221,314,30/10/2024 05:59,249.49,Dining,Barnes and Sons
7099,148,16/10/2024 22:10,249.48,Utilities,Hughes and Sons
9957,224,24/10/2024 11:54,249.46,Retail,Allen Inc
8437,184,21/09/2024 23:39,249.44,Dining,Lewis-Ali
8614,188,17/09/2024 15:35,249.44,Services,McKenzie-Leach
2370,24,20/10/2024 08:49,249.44,Transport,Taylor and Sons
11106,254,26/09/2024 03:27,249.43,Retail,"Johnson, Chapman and Jones"
15119,364,05/10/2024 23:02,249.42,Groceries,Lewis LLC
2729,34,04/11/2024 03:57,249.38,Dining,Marsh LLC
1769,9,14/10/2024 18:38,249.37,Utilities,Mann Group
6356,128,01/10/2024 22:45,249.35,Dining,Watson-Jones
6247,126,26/09/2024 23:15,249.34,Utilities,Griffiths-Collins
2047,15,30/10/2024 02:11,249.33,Utilities,"Walsh, Freeman and Ahmed"
5761,112,01/11/2024 14:03,249.32,Utilities,Hilton-Jones
2162,19,20/09/2024 09:40,249.31,Transport,Riley-Smith
17348,425,15/10/2024 12:14,249.29,Transport,Williams-Berry
19520,487,09/10/2024 16:21,249.28,Dining,Barrett LLC
9438,208,16/10/2024 00:39,249.27,Transport,Morrison-Dawson
19585,489,19/10/2024 21:46,249.24,Groceries,"Begum, Smith and Higgins"
12226,287,06/10/2024 23:52,249.24,Retail,Nolan-Webb
4709,83,13/10/2024 10:11,249.23,Utilities,"Fowler, Davidson and Bishop"
11062,253,28/10/2024 16:25,1915.73,Wire Transfer,Offshore Holdings Ltd
12243,253,22/09/2024 11:41,1933.25,Wire Transfer,Offshore Holdings Ltd
10667,253,10/10/2024 02:17,134.54,Wire Transfer,Offshore Holdings Ltd
13422,253,13/11/2024 08:14,2886.31,Wire Transfer,Offshore Holdings Ltd
10261,253,08/10/2024 17:57,2835.53,Wire Transfer,Offshore Holdings Ltd
13775,253,17/10/2024 12:03,2829.08,Wire Transfer,Offshore Holdings Ltd
4249,253,27/10/2024 23:38,1822.64,Wire Transfer,Offshore Holdings Ltd
16085,392,12/10/2024 12:37,249.13,Transport,"Pope, Harrison and Riley"
10539,239,18/09/2024 10:48,249.11,Dining,"Benson, Perry and Sanders"
16677,408,18/10/2024 20:17,249.11,Retail,"Wallace, Tyler and Jenkins"
14327,341,18/09/2024 10:37,249.1,Services,Haynes-Smith
19619,490,15/10/2024 11:50,249.08,Groceries,Mitchell-Stephenson
19279,481,26/10/2024 23:11,2499.08,Services,Edwards-Hancock
17513,430,28/10/2024 16:50,249.08,Transport,"Mistry, Daniels and Jackson"
15011,360,08/10/2024 22:27,249.07,Utilities,Roberts Group
1469,1,13/11/2024 17:31,249.05,Services,Stokes-Walker
8279,180,10/10/2024 08:03,249.05,Services,"Coles, Kirk and Hussain"
7129,149,09/11/2024 14:56,249.05,Utilities,Saunders-King
2094,17,04/11/2024 06:02,249.01,Transport,Richards-Rogers
16255,397,13/10/2024 19:29,249.01,Utilities,Spencer-Walker
1817,10,16/10/2024 10:13,249,Groceries,Parker PLC
6702,137,17/09/2024 01:32,248.98,Groceries,"Holt, Richards and Norman"
5758,112,21/09/2024 03:20,248.96,Utilities,Morris PLC
2452,27,06/10/2024 12:26,248.95,Retail,Hall-Oliver
6092,121,29/10/2024 07:45,248.94,Services,"Haynes, Newman and Lewis"
15837,385,16/10/2024 20:58,248.92,Dining,"Palmer, Evans and Humphreys"
18432,457,04/11/2024 14:30,248.92,Retail,Brown Group
16362,399,24/10/2024 06:14,248.86,Dining,Hope and Sons
5120,94,26/09/2024 12:12,248.86,Groceries,Wells Ltd
4779,84,13/10/2024 00:44,248.86,Utilities,James-Rose
17880,441,06/11/2024 21:34,248.85,Retail,"White, Owen and Smith"
19913,499,12/11/2024 02:46,248.85,Utilities,Storey-Mitchell
19844,496,17/10/2024 03:23,248.81,Transport,Gallagher PLC
16009,390,02/10/2024 21:08,248.81,Utilities,Williams Ltd
14245,339,17/09/2024 20:21,248.77,Dining,Smith LLC
5897,115,12/10/2024 05:07,248.76,Services,"Allen, Bradley and Lowe"
5171,96,02/11/2024 20:35,248.75,Services,Harrison-Goodwin
9007,199,06/11/2024 15:50,248.75,Services,Morgan Ltd
9482,209,26/10/2024 23:50,248.75,Services,Khan-Nixon
7978,171,02/11/2024 06:15,248.7,Retail,Campbell-Morgan
6755,138,03/11/2024 11:30,248.69,Transport,"Morris, Marshall and Jones"
11936,278,12/10/2024 12:13,248.66,Dining,Newton LLC
11066,253,21/10/2024 22:36,248.66,Groceries,"Murphy, Walker and Jones"
3832,61,03/11/2024 17:53,248.61,Groceries,"Phillips, Dunn and Brown"
9945,223,15/10/2024 13:01,248.58,Utilities,Dunn-Day
2206,20,08/11/2024 10:00,248.56,Groceries,Newman LLC
11035,252,14/10/2024 20:44,248.56,Utilities,"Begum, O'Connor and Hughes"
17935,442,13/11/2024 22:05,248.55,Transport,Stephenson Inc
16568,405,17/10/2024 03:26,248.53,Dining,"Ellis, James and Ward"
8663,189,06/11/2024 09:25,248.53,Services,Stokes-Smith
15915,388,19/10/2024 21:03,248.52,Services,Lee PLC
17003,416,19/09/2024 21:05,248.51,Groceries,Cooper Group
18616,462,24/10/2024 01:56,248.49,Utilities,Norris Ltd
3785,60,20/09/2024 20:53,248.47,Services,"Ellis, Norman and Carter"
16900,414,27/10/2024 15:50,248.47,Services,Bryant Ltd
5801,113,07/10/2024 07:52,248.47,Transport,Henderson-Moss
4184,71,11/10/2024 21:46,248.45,Dining,"Davis, Hodgson and Kemp"
16029,391,06/11/2024 08:15,248.45,Services,"Jones, Rogers and Gilbert"
9449,209,06/11/2024 16:24,248.44,Services,Powell Ltd
18058,445,13/10/2024 13:02,248.44,Utilities,Harrison PLC
17678,435,03/11/2024 20:55,248.43,Transport,"Stewart, Ward and Clark"
10965,251,24/09/2024 00:37,248.41,Groceries,"Barker, Edwards and Taylor"
16924,415,31/10/2024 17:52,248.41,Groceries,Hall-Lane
16796,412,14/10/2024 06:14,248.41,Services,Carr-Field
10495,238,24/09/2024 15:14,248.4,Groceries,Andrews-Green
11888,276,25/10/2024 10:19,248.4,Retail,Smith Group
10753,246,04/10/2024 15:36,248.39,Dining,"Thomas, Webb and Allan"
9299,206,02/11/2024 19:20,248.39,Retail,Harvey-Lucas
18646,462,28/09/2024 03:07,248.39,Services,French-Jones
10190,230,12/10/2024 19:51,248.39,Utilities,"Duffy, Smith and Dunn"
8020,172,24/10/2024 13:40,248.38,Groceries,Roberts Group
9176,203,26/10/2024 03:47,248.38,Utilities,"Williams, Walsh and Wright"
12201,286,19/10/2024 07:26,248.35,Services,Savage Inc
8569,187,13/10/2024 07:28,248.33,Services,"Reynolds, Clarke and Davis"
14752,354,12/11/2024 11:50,248.33,Utilities,Bradley-Wright
7365,154,22/09/2024 11:02,248.32,Dining,Morris-Powell
11267,259,26/09/2024 01:41,248.32,Retail,"Hayes, Cameron and Thomas"
5678,110,18/09/2024 13:06,248.32,Utilities,Arnold-Clark
14314,341,20/09/2024 17:07,248.3,Retail,Morris-Preston
12199,286,21/09/2024 07:35,248.29,Utilities,"Walker, Patel and Dawson"
17244,423,14/10/2024 18:31,248.27,Groceries,Evans-Peters
8812,194,09/11/2024 20:07,248.27,Retail,Edwards-Davies
8515,186,15/11/2024 20:53,248.26,Dining,Murphy Group
13245,314,07/10/2024 22:52,248.26,Retail,"Dixon, Leonard and Charlton"
13674,326,05/10/2024 18:19,248.25,Transport,Holmes-Sullivan
18002,444,05/11/2024 04:33,248.25,Utilities,"Lloyd, Baldwin and Harris"
11077,253,10/11/2024 03:47,248.24,Groceries,Jones-Taylor
5137,94,11/11/2024 10:17,248.24,Retail,Martin-Hayes
13640,325,12/10/2024 06:27,248.24,Services,Payne-Knight
16929,415,22/09/2024 15:47,248.23,Services,Rose-Wong
11429,263,05/11/2024 19:05,248.22,Groceries,"Taylor, Higgins and Morgan"
19909,499,19/10/2024 08:39,248.2,Groceries,Wood Group
12244,287,13/11/2024 03:27,248.18,Services,Johnson-Lambert
15548,376,07/10/2024 05:12,248.16,Services,Harrison-Austin
2432,26,22/09/2024 15:08,248.16,Utilities,"Phillips, Sullivan and Wilson"
6030,119,31/10/2024 04:08,248.1,Dining,Morris Group
7759,164,27/10/2024 05:22,248.08,Groceries,"Ali, Hunt and Pearce"
7559,159,25/09/2024 05:50,248.08,Utilities,Bailey Inc
7111,148,25/09/2024 06:22,248.07,Retail,Brown-Hall
11529,266,21/10/2024 13:40,248.07,Services,"Adams, Hooper and Howe"
13867,331,28/10/2024 00:54,248.07,Utilities,"Alexander, Kemp and Foster"
6962,144,17/09/2024 22:45,248.06,Retail,"Richardson, Lyons and Harrison"
3937,65,20/10/2024 09:14,248.03,Transport,Patel-Pearce
19132,476,06/11/2024 03:46,248.01,Retail,Robinson-Allen
7440,156,30/10/2024 20:49,248.01,Services,"Hughes, Wright and Campbell"
13107,311,14/10/2024 03:20,248.01,Services,Wallis-Smart
14668,352,03/11/2024 06:35,248,Dining,Shaw-Richards
7019,146,01/10/2024 14:55,248,Groceries,"Holloway, Day and Bartlett"
19016,474,14/11/2024 09:51,247.99,Utilities,Kemp Group
6502,132,27/10/2024 10:24,247.97,Dining,Riley-Cook
13389,318,27/09/2024 03:49,247.92,Groceries,Jones-Potter
10487,238,12/11/2024 00:11,247.92,Utilities,"Morgan, Evans and Davis"
19765,494,31/10/2024 15:55,247.89,Utilities,Thompson-Fox
8421,183,01/11/2024 17:16,247.83,Dining,"Fitzgerald, Foster and Donnelly"
4717,83,02/10/2024 07:56,247.81,Services,Jackson and Sons
19407,485,19/09/2024 11:27,247.8,Groceries,Dale-Smith
6119,121,28/10/2024 01:39,247.8,Retail,Richardson Ltd
6982,145,16/09/2024 22:19,247.8,Retail,Simpson-Armstrong
15575,377,11/11/2024 07:03,247.76,Retail,"Farmer, Miller and Bradshaw"
16143,394,14/11/2024 20:38,247.75,Services,"Hughes, Collins and Brown"
2356,24,30/10/2024 11:24,247.72,Transport,Savage-Hancock
8841,195,18/09/2024 11:45,247.72,Utilities,Hussain and Sons
7320,153,08/10/2024 23:55,247.71,Dining,Kay-White
14326,341,10/10/2024 00:59,247.68,Groceries,Peacock-Porter
8268,180,08/10/2024 08:51,247.67,Dining,Pearson-Robinson
6725,137,27/09/2024 17:41,247.67,Services,Brown Inc
15654,379,19/09/2024 08:29,247.67,Utilities,"Andrews, Carter and Phillips"
13293,315,08/10/2024 12:59,247.66,Transport,Walker-Smith
6981,145,11/10/2024 15:32,247.65,Retail,Thomas Ltd
11191,256,02/11/2024 08:52,247.64,Utilities,"Green, Griffiths and Naylor"
11231,258,25/10/2024 09:34,247.64,Utilities,"Patel, Joyce and Jackson"
4708,83,04/11/2024 15:37,247.63,Groceries,Harrison-Pearce
4719,83,01/11/2024 20:09,247.63,Transport,"Stevenson, Hurst and Thompson"
3535,53,20/10/2024 07:11,247.62,Services,Newman-Smith
12884,304,07/11/2024 14:05,247.59,Transport,Holmes Group
18086,446,14/11/2024 13:12,247.59,Transport,"Ford, Bailey and Benson"
11355,261,13/11/2024 12:15,247.57,Groceries,"Brown, Moore and Wood"
19205,479,11/11/2024 05:14,247.57,Groceries,Webster-Miles
1697,7,13/11/2024 00:21,247.56,Dining,"Shah, Vaughan and Day"
10167,229,19/10/2024 13:25,247.56,Services,Ali-Cooper
19208,479,07/10/2024 21:55,247.56,Transport,O'Neill-Jones
16528,404,24/09/2024 09:01,247.47,Utilities,Coleman-Bell
10499,238,30/10/2024 17:03,247.45,Groceries,Edwards PLC
4919,88,11/10/2024 01:13,247.44,Retail,"Jones, Benson and Burns"
5230,99,08/11/2024 01:36,247.44,Utilities,Rice LLC
12575,295,30/10/2024 11:44,247.41,Services,McDonald-Barnes
2582,30,18/09/2024 18:30,247.4,Utilities,Smith Ltd
4846,86,27/09/2024 10:16,247.4,Utilities,"Bryan, Booth and Carter"
4546,79,19/09/2024 14:06,247.38,Dining,Kemp Group
9533,210,08/10/2024 20:10,247.38,Dining,Begum Ltd
14180,338,27/10/2024 06:52,247.34,Groceries,"O'Neill, Barrett and Hargreaves"
2012,15,25/10/2024 12:55,247.34,Services,"Shah, Lewis and Watts"
9399,208,09/11/2024 06:42,247.34,Utilities,Metcalfe-Douglas
14643,351,04/10/2024 19:07,247.31,Retail,Williams PLC
16524,404,06/10/2024 06:47,247.3,Retail,West-Cox
14571,349,02/11/2024 02:56,247.28,Dining,"McLean, Perry and Clarke"
13965,333,12/10/2024 10:05,247.28,Retail,Harding LLC
7561,159,08/11/2024 05:08,247.27,Groceries,Fisher LLC
15840,385,01/11/2024 06:06,247.26,Services,Morris LLC
13599,323,21/10/2024 01:57,247.19,Groceries,Stewart-Barnes
13872,331,16/10/2024 03:35,247.19,Utilities,Jones LLC
10931,250,03/10/2024 00:50,247.18,Transport,Dunn Inc
9973,224,28/09/2024 08:34,247.17,Groceries,White-Mason
10794,247,23/09/2024 09:58,247.17,Retail,"Berry, Knight and Russell"
1757,8,24/10/2024 08:37,247.16,Utilities,White-Young
10941,250,06/10/2024 02:43,247.15,Dining,Rowe-Mills
5103,93,17/09/2024 05:34,247.12,Retail,Carter Inc
12349,289,19/09/2024 08:04,247.12,Transport,"Bennett, Mills and Richardson"
19004,473,18/10/2024 23:40,247.11,Retail,"Anderson, Rogers and Cooke"
7025,146,24/09/2024 20:52,247.11,Services,Duffy Group
14567,349,11/11/2024 01:20,247.1,Groceries,"Smith, Holloway and Jones"
17518,430,13/11/2024 04:45,247.06,Groceries,Turner and Sons
11573,267,18/10/2024 11:33,247.05,Dining,Roberts-Hayward
15389,372,13/10/2024 20:58,247.03,Groceries,"Thompson, Bray and Johnson"
1602,5,07/11/2024 10:37,247.03,Services,"Bell, Begum and Lord"
12846,304,23/09/2024 02:08,247.03,Services,Martin LLC
11262,259,19/10/2024 11:21,247.02,Dining,Wood LLC
15124,365,21/09/2024 11:33,247.01,Utilities,Coleman PLC
15457,374,13/10/2024 03:25,246.99,Services,Spencer Group
1783,10,20/10/2024 10:13,246.97,Dining,Howard-Kennedy
19184,479,10/11/2024 03:07,246.97,Groceries,Green-Booth
9276,205,27/10/2024 13:15,246.96,Utilities,Noble-Douglas
18450,457,21/09/2024 02:56,246.95,Services,"Smith, Cunningham and Jenkins"
9718,217,02/11/2024 15:09,246.92,Groceries,Evans LLC
4746,84,11/11/2024 12:08,246.9,Transport,Barlow-Chapman
8435,184,13/11/2024 00:18,246.89,Dining,"Poole, Woodward and Smith"
18507,458,04/10/2024 21:00,246.89,Groceries,"Edwards, Williams and Moore"
17627,433,09/10/2024 19:46,246.88,Services,Stephenson-Walker
19656,491,30/09/2024 12:13,246.88,Transport,"Lamb, Dodd and Bowen"
4679,82,09/11/2024 03:40,246.87,Transport,Thompson Ltd
3429,51,07/11/2024 05:32,246.86,Transport,Williams-Ellis
16981,416,23/09/2024 05:52,246.84,Utilities,"Stephenson, Hunt and Rogers"
13536,321,17/09/2024 13:34,246.82,Transport,Jones-Long
8974,198,23/09/2024 05:10,246.8,Retail,"Taylor, Dale and Harris"
19914,499,19/09/2024 18:02,246.8,Utilities,"Dickinson, Harris and Parry"
10583,240,17/09/2024 08:52,246.77,Transport,"Knight, Price and Woodward"
8124,175,08/10/2024 16:48,246.76,Groceries,Ferguson-Parsons
12829,304,01/11/2024 22:31,246.73,Retail,Morris PLC
10899,250,30/09/2024 07:31,246.67,Transport,Lewis-Burgess
13672,326,23/10/2024 14:58,246.65,Transport,"Allen, Gordon and Wilson"
16526,404,03/10/2024 00:41,246.62,Transport,"Carter, Singh and Elliott"
17995,444,28/09/2024 13:53,246.59,Services,Perry Group
19657,491,30/10/2024 04:57,246.56,Groceries,Peacock Inc
12255,287,08/10/2024 19:40,246.55,Transport,Patel-Fitzgerald
12367,290,10/11/2024 23:28,246.48,Transport,Sharp-Wood
9929,223,14/11/2024 14:31,246.44,Dining,"Clarke, Cook and Powell"
10888,249,30/10/2024 06:40,246.44,Groceries,Shaw-Gray
2430,26,05/11/2024 19:40,246.44,Utilities,Wyatt-Kay
15233,368,06/10/2024 12:28,246.43,Utilities,Jones-Lamb
9826,221,15/11/2024 03:02,246.39,Services,Skinner-Green
11315,260,10/11/2024 11:29,246.39,Services,"Rees, Hill and O'Sullivan"
4925,88,18/10/2024 09:27,246.39,Utilities,"Taylor, Jones and Harris"
18114,447,03/10/2024 16:55,246.36,Transport,"Chadwick, Scott and Smith"
10960,251,30/09/2024 11:59,246.34,Utilities,"Atkins, Bird and Harrison"
13375,318,21/09/2024 04:10,246.33,Retail,Edwards-Carr
7936,169,30/09/2024 05:18,246.33,Transport,"Patel, Freeman and Price"
12365,290,26/10/2024 09:44,246.31,Dining,"Tucker, Thomas and Robertson"
11981,279,10/11/2024 19:52,246.3,Dining,Bond Inc
19359,484,28/10/2024 18:11,246.29,Utilities,Doyle PLC
8539,186,13/11/2024 09:27,246.27,Services,Williams Ltd
10061,226,14/10/2024 11:34,246.25,Retail,"Taylor, James and Holmes"
16715,410,13/10/2024 21:30,246.23,Transport,"Baker, Walsh and Roberts"
19464,486,24/10/2024 22:08,246.2,Utilities,Hodgson-Barker
6390,129,18/10/2024 23:42,246.18,Transport,"Cooke, Hayes and Wood"
17357,426,15/10/2024 04:24,246.15,Services,Collins-Kemp
19183,478,03/11/2024 10:56,246.14,Groceries,"Watson, Porter and Wright"
16247,396,02/11/2024 02:22,246.14,Transport,"Brown, Roberts and Turner"
15329,371,27/10/2024 04:46,246.12,Retail,"Taylor, Forster and Willis"
11744,272,08/10/2024 11:49,246.08,Transport,Finch-Robinson
16623,406,08/10/2024 22:55,246.06,Dining,Fleming-Davis
16930,415,24/10/2024 05:34,246.05,Utilities,Smith-Burton
15594,377,16/10/2024 19:30,246.04,Services,"Brooks, Smith and Waters"
